"Department of Labor (DOL) Research Inventory
ETA,"Young  Parents Demonstration - Special Services for Groups - California:  The purpose of this grant is to provide educational and occupational skills training leading to family self-sufficiency to both mothers and fathers, and expectant mothers, ages 16-24.  ",Underway,Jul-09,,Yes,Special Services for Groups,"$750,000 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young  Parents Demonstration - Honolulu Young Parents Program - Hawaii:  The purpose of this grant is to provide educational and occupational skills training leading to self-sufficiency for young parents and expectant mothers, ages 16-24.   ",Underway,Jul-09,,Yes,City and County of Honolulu,$1M,See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Human Resource Development Foundation - West Virginia:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, 16 to 24.  ",Underway,Jul-09,,Yes,Human Resource Development Foundation,"$727,488 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - The Center Foundation - Pennsylvania:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24.  ",Underway,Jul-09,,Yes,The Center Foundation,"$386,934 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - The Brighton Center, Inc. - Kentucky:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24. ",Underway,Jul-09,,Yes,"The Brighton Center, Inc.","$555,877 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Center for Employment Opportunities - New York:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24. ",Underway,Jul-09,,Yes,Center for Employment Opportunities,"$500,000 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Joint Orange Chatham Community Action, Inc. - North Carolina:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers ages, 16 to 24. ",Underway,Jul-09,,Yes,"Joint Orange Chatham Community Action, Inc.","$630,864 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Good Samaritan Center of San Antonio - Texas:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24. ",Underway,Jul-09,,Yes,Good Samaritan Center of San Antonio,"$748,644 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Lancaster County Workforce Investment Board - Pennsylvania:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24.  ",Underway,Jul-09,,Yes,Lancaster County Workforce Investment Board,"$999,650 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Little Rock Workforce Investment Board - Arkansas:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24.  ",Underway,Jul-09,,Yes,Little Rock Workforce Investment Board ,"$848,452 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Employment and Employer Services - Illinois:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24.  ",Underway,Jul-09,,Yes,Employment and Employer Services,"$986,000 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Youth Co-Op, Inc - Florida:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24.  ",Underway,Jul-09,,Yes,"Youth Co-Op, Inc","$999,500 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Young Parents Demonstration - Every Woman's Place - Michigan:  The Young Parents Demonstration program is to provide educational and occupational skills training leading to family economic self-sufficiency to both mothers and fathers, and expectant mothers, ages 16 to 24.  ",Underway,Jul-09,,Yes,Every Woman's Place,"$765,441 ",See: Evaluation of the Young Parents Demonstration Grants,,,
ETA,"Evaluation of the President's High Growth Job Training Initiative:  The evaluation documents and examines various models and projects that are operating; identifying innovative features and potential promising strategies; and assessing the implementation and outcomes to date.  The evaluation uses a cross-site implementation analysis, which allows for a systemic conceptualization of the context within which the projects are designed and operated, how the programs were implemented, interagency and intersystem interaction, project funding and expenditures, participant activities, and outcomes.  This study will produce a comprehensive report on the implementation of the grant-funded project, innovations and challenges they have faced and addressed, and an assessment of existing administrative data on program activity levels, outcomes, and investments/expenditures.  Task 2 develops the non-experimental statistical study methodology for the net-impact analysis and uses this approach to test the employment and earnings results of training-focused activities in one grantee project.  Task 3 expands the net impact study to 6-7 sites and analyzes the employment and earnings results of training-focused grantee projects using non-experimental statistical analysis methods.",Underway,Feb-06,Multiple Reports,No,Urban Institute,"$1,500,000 ", Implementation Analysis of HGJTI Programs,Implementation and Sustainability: Emerging Lessons from the Early HGJTI Grants,,
ETA,Career Advancement Account Implementation Study:  This study evaluates the Career Advancement Account Demonstration Project.  Phase I examines the extent to which individual projects and the overall grant program objectives were achieved along with the documentation of the project activities undertaken for possible replication in other states.  The evaluation methods used include site visit data and measurements of changes in outcomes relative to a baseline period prior to the funding of the grantees projects.  Phase II includes analysis of net impacts of the receipt of accounts on participant outcomes on early implementer states.                                                                                                                                                                                                                                                                                        ,Underway,Jun-07,,No,Social Policy Research Associates,"$429,559 ",Forthcoming,,,
ETA,"Evaluation of the H-2A Labor Certification Process and the Farm Labor Market:  This evaluation assesses the performance of the H-2A alien labor certification process.  Part I will describe the significant legislative, regulatory, and policy changes that have occurred since 1952 and examine the certification process to identify streamlining opportunities while preserving protections for American workers.  Part II will analyze farm labor and agricultural production data and model the supply and demand of farm labor.                   ",Completed,May-07,,No,KRA Corporation,"$260,000 ",Forthcoming,,,
ETA,"Impact Evaluation of the Trade Adjustment Act (TAA):  The evaluation will provide information on the TAA program, including its impacts on earnings and employment, and on how the program is administered.  The impact study uses quasi-experimental design (treatment and comparison groups of matched UI recipients) and a process study using both site visits and administrative data.  The evaluation includes multiple rounds of site visits, a baseline survey of participants and comparison group members and follow-up interviews and data collection at 15 and 30 months.",Underway,Jan-04,Multiple Reports,No,Social Policy Research Associates ,"$10,400,000 ",Rapid Response and TAA,Linkages Between TAA One-Stop Career Center Partners and Economic Development Agencies - Final Report,Assessment Case Management and Post-Training Assistance for TAA Participants - Final Report,Initial Implementation of the Trade Act of - Final Report
ETA,Apprenticeship Papers:  Evaluation of apprenticeship includes the following two apprenticeship-related papers:  1) Final Report of Evaluation of Apprenticeship and 2) Retrospective look at Apprenticeship.,Completed,Sep-06,,No,Urban Institute,"$65,000 ",The Benefits and Challenges of Registered Apprenticeship -The Sponsors Perspective -Final Report,Registered Apprenticeship - Findings from Site Visits to Five States Report,,
ETA,"Evaluation of Rapid Response Activities and Expenditures:  The study is examining the types of services being provided to dislocated workers for rapid response and states' use of the set-aside for rapid response and early intervention.  Institutional arrangements and service integration will be examined.  If data is available, participant outcomes will be examined.",Underway,Sep-06,,No,Social Policy Research Associates ,"$252,500 ",Forthcoming,,,
ETA,New Americans Centers Demonstration Evaluation:  The evaluation will help determine the workforce development and community outcomes of the New Americans Centers demonstrations in Arkansas and Iowa.,Completed,Sep-06,3/12/2009,No,The Urban Institute and Capital Research Corporation,"$329,915 ",Assisting Newcomers through Employment and Support Services An Evaluation of the New Americans Centers Demonstration Project in Arkansas and Iowa -Interim Report,,,
ETA,Evaluation of YouthBuild:  This evaluation will document the YouthBuild model by examining its implementation across the 35 YouthBuild USA Youth Offender sites.  The study will identify program practices that appear to lead to successful outcomes.,Completed,Jun-05,6/1/2009,No,Social Policy Research Associates ,"$1,500,000 ",Evaluation of the YouthBuild Youth Offender Grants - Final Report,,,
ETA,"Impact Evaluation of the Senior Community Service Employment Program:  The study will be a random assignment evaluation of the impact of the SCSEP on participants' post-program employment outcomes and ""self-sufficiency.""  The evaluation will also examine the program's cost-effectiveness.  The study sample would be tracked for at least three years from the point of random assignment, and the evaluation would take approximately five years to complete.",Underway,Jul-07,,No,Social Policy Research Associates w/ Mathematica,"$6,988,380",Forthcoming,,,
ETA,Limited English Proficiency and Hispanic Workers Initiative (LEPHWI) Evaluation:  This evaluation is a an examination of the effectiveness of the learning strategies used by the five grantees to simultaneously teach English language and occupational skills and to assess individual outcomes of the limited English proficient (LEP) and Hispanic participants.,Underway,Sep-06,,No,"Coffey Communications, LLC","$300,000 ",Forthcoming,,,
ETA,Evaluation of the Impact and Cost-Effectiveness of Self-Directed Services:  This study entails a comprehensive multi-year effort to develop and implement a methodology to identify effective applications and evaluate the impact and cost-effectiveness of self-directed services.,Underway,Jun-01,,No,Social Policy Research Associates ,"$1,395,126 ",Forthcoming,,,
ETA,"Evaluation of the Prisoner Re-entry Initiative:  This study is an implementation evaluation that seeks to describe and document experiences of faith- and community-based organizations that serve ex-offenders with employment centered program services.  The Initiative seeks to increase public safety by reducing individual recidivism through employment.  As such, the unit of analysis will be both the organizations operating the programs and the participants receiving services.",Completed,Jun-05,1/27/2009,No,"Coffey Consulting, LLC","$1,204,078 ",Evaluation of the Prisoner Re-Entry Initiative -Final Report,,,
ETA,"Evaluation of the Workforce Innovation in Regional Economic Development (WIRED) Initiative - Generation I:    This study is an implementation evaluation of the efforts of Generation I regions to transform their regional economies and increase opportunities for high-skill, high-wage jobs for employees.  The evaluation team will complete two rounds of surveys to capture the evolution of the regions' collaboration over time.                                                                                                                                                                                               ",Underway,Oct-06,Multiple Reports,No,Berkeley Policy Associates,"$3,433,478 ",The Power of Partnership - American Regions Collaborating for Economic Competitiveness: Generation I WIRED Interim Evaluation ,Early Implementation Gen I WIRED,Nurturing Americas Growth in the Global Marketplace Through Talent Development - An Interim Report on WIRED GensII and III Eval,
ETA,"Evaluation of the Workforce Innovation in Regional Economic Development (WIRED) Initiative - Generations II and III:  This study is an implementation evaluation of the efforts of Generation II and III regions to transform their regional economies and increase opportunities for high-skill, high-wage jobs for employees.  The evaluation team will complete two rounds of surveys to capture the evolution of the regions' collaboration over time.   ",Underway,Oct-07,,No,Public Policy Associates,"$3,600,000 ",Forthcoming,,,
ETA,"Evaluation of Building School District-Based Strategies for Reducing Youth Involvement in Gangs and Violent Crime Through a Workforce Development Approach:  This is an implementation evaluation designed to examine school district-based grantee strategies aimed at reducing youth involvement in gangs and violent crime through education and employment activities.  The evaluation will describe the models and processes planned and implemented, the resulting outcomes, and assess grantees' linkages with partners.",Underway,Jul-07,,No,Social Policy Research Associates,"$449,529",Forthcoming,,,
ETA,Evaluation of the Beneficiary Choice Program:  This study is a comprehensive implementation evaluation focused on understanding the implementation and cumulative outcomes of the Beneficiary Choice Initiative Program.  The unit of analysis is both program-wide and the individual participants who will be engaged in employment-related services.,Underway,Jun-07,1/28/2009,No,"Mathematica Policy Research, Inc.","$399,000 ",Giving Ex-Offenders a Choice in Life - First Findings from the Beneficiary Choice Demonstration,,,
ETA,"Evaluation Lifelong Learning Account (LiLA) Pilot with State of Maine:  An implementation evaluation of the LiLA initiative in the state of Maine, including an examination of the extent to which the state's objectives were achieved along with project documentation for replication consideration. The evaluation examines the implementation of LiLAs and outcomes of program participants.",Underway,Jul-06,,No,Public Policy Associates,"$399,963 ",Forthcoming,,,
